SrNo,MenuName,Icon,ISDDM,AccessTo,ControllerName,ActionName,IsActive,EntryBy,EntryDate,Position
371,,,,28.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.560,
372,,,,29.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.590,
373,,,,34.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.607,
374,,,,35.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.637,
375,,,,37.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.653,
376,,,,10.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.653,
378,,,,10.0,Invoice,CheckEmail,True,PIS03082,2022-09-26 16:15:47.337,
379,,,,28.0,COE,ReviewParameter,True,pis02419,2022-10-12 17:54:28.650,
380,Master Review Parameter,"<i class=""icon-arrow-right""></i>",False,28.0,COE,ReviewParameter,True,pis02419,2022-10-12 17:54:28.650,
381,,,,10.0,ProjectExecn,Browser,True,PIS02419,2022-10-20 11:42:46.630,
382,,,,11.0,ProjectExecn,Browser,True,PIS02419,2022-10-20 11:42:46.630,
383,,,,10.0,Forum,Access,True,PIS02419,2022-10-20 11:42:46.630,
384,,,,11.0,Forum,Access,True,PIS02419,2022-10-20 11:42:46.630,
385,,,,10.0,Forum,GrantPBAccess,True,PIS02419,2022-10-21 17:58:39.123,
386,,,,10.0,Forum,GrantPBAccess,True,PIS02419,2022-10-21 17:58:39.123,
387,,,,11.0,TLProjectReport,Browser,True,PIS03082,2022-11-01 19:05:21.393,
388,,,,36.0,ProjectDetails,Browser,True,PIS02419,2022-11-02 14:11:06.553,
389,,,,10.0,RFI,Create,True,PIS02419,2022-11-04 08:17:05.097,
390,,,,11.0,RFI,Create,True,PIS02419,2022-11-04 08:17:05.127,
391,,,,10.0,RFI,Index,True,PIS02419,2022-11-04 08:17:17.223,
392,,,,11.0,RFI,Index,True,PIS02419,2022-11-04 08:17:17.240,
393,,,,28.0,QC,Master_Checklist,True,PIS02419,2022-11-04 16:29:55.540,
394,,,,10.0,ProjectExecn,ContractUpdate,True,PIS03082,2022-11-08 12:13:09.663,
395,,,,11.0,QC,CheckList,True,PIS02419,2022-11-08 14:28:15.573,
396,,,,11.0,QC,TradeList,True,PIS02419,2022-11-08 14:31:41.757,
397,,,,15.0,ProjectProfile,ChangePoDetails,True,PIS03082,2022-11-08 16:03:08.613,
398,,,,15.0,ProjectProfile,ApproveContractUpdate,True,PIS03082,2022-11-08 16:03:27.763,
399,,,,15.0,ProjectProfile,RejectedContractUpdate,True,PIS03082,2022-11-08 16:03:54.920,
400,,,,15.0,ProjectProfile,ApproveCotract,True,PIS03082,2022-11-08 16:04:04.280,
401,,,,15.0,ProjectProfile,RejectContractUpdate,True,PIS03082,2022-11-08 16:04:14.350,
402,,,,15.0,ProjectProfile,ContractUpdate_List,True,PIS03082,2022-11-08 16:04:26.007,
403,,,,10.0,Invoice,EditInvoice,True,PIS03082,2022-11-08 18:54:52.223,
404,,,,23.0,Invoice,InvoiceForAccount,True,PIS03082,2022-11-10 10:46:29.557,
405,,,,23.0,Invoice,InvoiceGenerator,True,PIS03082,2022-11-10 10:59:12.637,
406,,,,11.0,RFI,Details,True,PIS02419,2022-11-10 11:29:56.513,
407,,,,13.0,RFI,Details,True,PIS02419,2022-11-10 11:29:56.527,
408,,,,11.0,QC,SaveCheckList,True,PIS02419,2022-11-10 11:56:12.003,
409,,,,23.0,Invoice,ApproveInvoice,True,PIS03082,2022-11-10 14:15:08.707,
410,,,,23.0,Invoice,RejectInvoice,True,PIS03082,2022-11-10 14:15:20.597,
411,,,,23.0,Invoice,DisapproveInvoice,True,PIS03082,2022-11-10 14:15:33.833,
412,,,,23.0,Invoice,ViewInvoiceDetails,True,PIS03082,2022-11-10 14:15:52.480,
413,,,,23.0,Invoice,reject_Approval,True,PIS03082,2022-11-10 14:24:24.643,
414,,,,11.0,QC,Save_Additional_Checklist,True,PIS02419,2022-11-10 15:34:44.800,
415,,,,11.0,QC,fillChkList,True,PIS02419,2022-11-23 18:33:22.587,
416,,,,13.0,QC,fillChkList,True,PIS02419,2022-11-23 18:33:37.310,
417,,,,15.0,ProjectBreakdown,PoList,True,PIS03082,2022-11-24 16:49:51.087,
418,,,,10.0,ProjectProfile,ContractUpdate_List,True,PIS03082,2022-11-25 15:27:22.620,
419,,,,23.0,Invoice,InvoiceGeneratorPreview,True,PIS03082,2022-12-15 18:38:18.717,
420,,,,10.0,ProjectExecn,Health,True,PIS02419,2022-12-19 12:08:17.017,
421,,,,10.0,Dashboard,ProjectHealth,True,PIS02419,2022-12-19 19:21:41.820,
422,,,,36.0,Dashboard,ProjectHealth,True,PIS02419,2022-12-19 19:22:11.710,
423,,,,37.0,Dashboard,ProjectHealth,True,PIS02419,2022-12-19 19:22:11.727,
424,,,,17.0,Support,BulkUpdateUserEmail,True,PIS03082,2022-12-20 14:17:14.567,
425,,,,23.0,Invoice,InvoiceGeneratorBeforeApprove,True,PIS03082,2022-12-20 16:04:34.177,
426,,,,17.0,Support,DownloadFailedData,True,PIS03082,2022-12-20 17:32:26.573,
427,,,,13.0,RFI,Create,True,PIS02419,2022-12-20 18:25:51.847,
428,,,,34.0,Support,ProjectBrowserSupport,True,PIS02419,2022-12-21 17:03:42.077,
429,,,,17.0,Support,ProjectBrowserSupport,True,PIS02419,2022-12-21 17:11:15.027,
430,,,,36.0,ProjectDetails,Health,True,PIS02419,2022-12-27 12:22:37.800,
431,,,,28.0,Dashboard,ProjectHealth,True,PIS02419,2022-12-27 15:44:28.860,
432,,,,10.0,ProjectExecn,ProjectHealth,True,PIS02419,2022-12-27 16:40:32.837,
433,,,,36.0,ProjectExecn,ProjectHealth,True,PIS02419,2022-12-27 16:40:32.850,
434,,,,23.0,Invoice,ApproveInvoicePrev,True,PIS03082,2022-12-28 11:52:27.130,
435,,,,17.0,Dashboard,Biometric,True,PIS02419,2023-01-06 19:14:10.663,
436,,,,21.0,Dashboard,Biometric,True,PIS02419,2023-01-06 19:14:10.710,
437,,,,37.0,Dashboard,Biometric,True,PIS02419,2023-01-06 19:14:10.727,
438,,,,28.0,RFI,Logs,True,PIS02419,2023-01-10 19:23:33.327,
439,,,,37.0,RFI,Logs,True,PIS02419,2023-01-10 19:23:33.357,
440,,,,37.0,Dashboard,OverTime,True,PIS03082,2023-01-12 12:39:32.387,
441,,,,28.0,QC,TradeList,True,PIS02419,2022-11-08 14:31:41.757,
442,,,,15.0,ProjectProfile,FinishProjectRejectList,True,PIS03082,2023-01-17 09:44:57.357,
443,,,,10.0,Invoice,ApprovedInvoicePDHs,True,PIS03082,2023-01-17 14:15:52.887,
444,,,,17.0,Invoice,InvoicereportRegionWise,True,PIS03082,2023-01-19 10:30:58.893,
445,,,,14.0,IT_Project_FolderLocation,updateDetailsPath,True,PIS03082,2023-01-20 10:59:49.420,
446,,,,10.0,PMAssignTL,UpdateAllEndDate,True,PIS03082,2023-01-23 18:08:33.733,
447,,,,36.0,Invoice,ApprovedInvoiceRMs,True,PIS03082,2023-01-24 11:37:40.840,
448,,,,,,,,PIS02419,2023-02-13 12:21:49.407,
449,,,,10.0,RFI,CloseRFI,True,PIS02419,2023-02-20 19:48:52.917,
450,,,,11.0,RFI,CloseRFI,True,PIS02419,2023-02-20 19:48:52.963,
451,,,,13.0,RFI,CloseRFI,True,PIS02419,2023-02-20 19:48:52.963,
452,,,,21.0,Dashboard,OverTime,True,PIS03082,2023-03-13 17:08:14.940,
453,,,,17.0,Support,AddUserOrganization,True,PIS03082,2023-03-29 10:06:07.130,
454,,,,17.0,TLProjectReport,projectefficiency,True,PIS02419,2023-03-30 10:12:29.767,
455,,,,28.0,Exporter,coescoreExport,True,PIS02419,2023-03-30 16:53:52.900,
456,,,,11.0,TeamMemberActivity,ShowLogDetails,True,PIS03082,2023-04-05 10:39:52.870,
457,,,,13.0,TeamMemberActivity,ShowLogDetails,True,PIS03082,2023-04-05 10:39:52.933,
458,,,,23.0,Exporter,RemainingInvoiceExport,True,PIS03082,2023-04-06 09:20:15.723,
459,,,,29.0,QC,CheckLists,True,PIS02419,2023-04-06 12:36:47.583,
460,Manage Team,"<i class=""fas fa-users""></i>",True,,,,True,PIS02419,2022-01-15 17:03:30.013,
461,,,,37.0,TMActivityDetails,efficiency,True,pis02419,2023-04-17 18:17:45.620,
462,,,,27.0,ResourceTrnsfr_Prmnt,ISApprove,True,PIS03082,2023-04-18 12:55:06.667,
463,,,,10.0,RFI,RFILIst,True,PIS03082,2023-04-15 14:12:20.997,
464,,,,11.0,RFI,RFILIst,True,PIS03082,2023-04-15 14:12:21.183,
465,,,,13.0,RFI,RFILIst,True,PIS03082,2023-04-15 14:12:21.197,
466,,,,11.0,RFI,Edit,True,PIS03082,2023-04-15 15:09:18.653,
467,,,,13.0,RFI,Edit,True,PIS03082,2023-04-15 15:09:18.667,
468,,,,11.0,RFI,SendToClienDesk,True,PIS02419,2023-04-18 14:22:27.943,
469,,,,13.0,RFI,SendToClienDesk,True,PIS02419,2023-04-18 14:22:28.203,
470,,,,37.0,Dashboard,TotalOverTime,True,PIS03082,2023-04-21 17:48:09.767,
471,,,,11.0,TeamMemberActivity,Create,True,PIS02419,2023-05-08 17:57:54.170,
472,,,,13.0,TeamMemberActivity,Create,True,PIS02419,2023-05-08 17:58:08.137,
473,,,,23.0,Exporter,ApproveInvoiceExport,True,PIS03082,2023-05-10 12:49:02.530,
474,,,,10.0,Dashboard,OverTime,True,PIS03082,2023-05-11 16:16:11.173,
475,,,,17.0,Support,ReopenAccount,True,PIS03082,2023-05-15 12:41:09.570,
476,,,,10.0,ProjectExecn,Save_temp_details,True,PIS02419,2023-05-15 12:41:22.930,
477,,,,36.0,Invoice,InvoiceGenerator,True,PIS03082,2023-05-16 18:23:41.593,
478,,,,11.0,PMActivity,list,True,PIS02419,2023-05-18 11:14:20.647,
479,,,,11.0,QC,ViewChkList,True,PIS02419,2023-05-18 12:21:28.533,
480,,,,,,,,PIS03082,2023-05-25 14:23:15.937,
481,,,,,,,,PIS03082,2023-05-25 14:25:46.310,
482,,,,11.0,TeamMemberActivity,SubmitQualityScore,True,PIS03082,2023-05-26 14:14:10.143,
483,,,,13.0,TeamMemberActivity,SubmitQualityScore,True,PIS03082,2023-05-26 14:14:10.177,
484,,,,11.0,TeamMemberActivity,viewqualityScore,True,PIS03082,2023-05-26 14:16:08.477,
485,,,,13.0,TeamMemberActivity,viewqualityScore,True,PIS03082,2023-05-26 14:16:08.493,
486,,,,11.0,TeamMemberActivity,printviewqualityScore,True,PIS03082,2023-05-26 14:17:20.417,
487,,,,13.0,TeamMemberActivity,printviewqualityScore,True,PIS03082,2023-05-26 14:17:20.447,
488,,,,28.0,TeamMemberActivity,printviewqualityScore,True,PIS03082,2023-05-26 14:17:20.447,
489,,,,37.0,TeamMemberActivity,printviewqualityScore,True,PIS03082,2023-05-26 14:17:20.463,
490,,,,11.0,QualityScoreReport,printviewqualityScore,True,PIS03082,2023-05-26 14:18:09.623,
491,,,,13.0,QualityScoreReport,printviewqualityScore,True,PIS03082,2023-05-26 14:18:09.657,
492,,,,28.0,QualityScoreReport,printviewqualityScore,True,PIS03082,2023-05-26 14:18:09.670,
493,,,,37.0,QualityScoreReport,printviewqualityScore,True,PIS03082,2023-05-26 14:18:09.687,
494,,,,37.0,Invoice,InvoiceGenerator,True,PIS03082,2023-05-30 16:20:58.223,
495,,,,28.0,TeamMemberActivity,viewqualityScore,True,PIS03082,2023-05-31 17:45:58.337,
496,,,,37.0,TeamMemberActivity,viewqualityScore,True,PIS03082,2023-05-31 17:45:58.367,
497,,,,14.0,Support,AddUserToCognito,True,PIS02419,2023-06-09 14:50:38.777,
498,,,,14.0,Support,AddBulkUserOrganization,True,PIS02419,2023-06-09 14:50:54.120,
499,,,,14.0,Support,TagBulkUserToCognito,True,PIS02419,2023-06-09 14:51:10.543,
500,,,,14.0,Support,UploadClientToCognito,True,PIS02419,2023-06-09 14:51:20.387,
501,,,,14.0,Support,BulkUpdateUserEmail,True,PIS02419,2023-06-09 14:51:38.513,
502,,,,14.0,Support,ResetBulkUserToCognito,True,PIS02419,2023-06-09 14:53:14.970,
503,,,,14.0,Support,UploadBulkUserToCognito,True,PIS02419,2023-06-09 14:53:29.203,
504,,,,17.0,Support,BulkUpdateUserName,True,PIS03082,2023-06-14 10:49:26.250,
505,,,,23.0,Invoice,InvoiceMonthWise,True,PIS03082,2023-06-15 16:07:22.053,
506,,,,23.0,Exporter,InvoiceMonthWiseExport,True,PIS03082,2023-06-15 18:02:31.507,
507,,,,27.0,Exporter,ApproveInvoiceExporter,True,PIS03082,2023-06-16 16:00:31.173,
508,,,,36.0,Exporter,ApproveInvoiceExporter,True,PIS03082,2023-06-16 16:00:31.203,
509,,,,37.0,Exporter,ApproveInvoiceExporter,True,PIS03082,2023-06-16 16:00:31.220,
510,,,,10.0,Invoice,ApproveInvoiceExporter,True,PIS03082,2023-06-19 15:24:33.957,
511,,,,10.0,Exporter,ApproveInvoiceExporter,True,PIS03082,2023-06-19 15:38:31.447,
512,,,,14.0,Support,AddUserToCognito,True,PIS03082,2023-06-21 14:43:31.023,
513,,,,14.0,Support,GetUserState,True,PIS03082,2023-06-21 14:43:44.930,
514,,,,14.0,Support,ResetUserToCognito,True,PIS03082,2023-06-21 14:44:29.940,
515,,,,10.0,ClashCoordination,Index,True,PIS03082,2023-08-17 15:03:26.947,
516,,,,11.0,ClashCoordination,Index,True,PIS03082,2023-08-17 15:03:27.180,
517,,,,13.0,ClashCoordination,Index,True,PIS03082,2023-08-17 15:03:27.197,
518,,,,28.0,ClashCoordination,Index,True,PIS03082,2023-08-17 15:03:27.210,
519,,,,37.0,ClashCoordination,Index,True,PIS03082,2023-08-17 15:03:27.227,
520,,,,10.0,ClashCoordination,ClashReport,True,PIS03082,2023-08-17 19:11:39.230,
521,,,,11.0,ClashCoordination,ClashReport,True,PIS03082,2023-08-17 19:11:39.480,
522,,,,13.0,ClashCoordination,ClashReport,True,PIS03082,2023-08-17 19:11:39.497,
523,,,,28.0,ClashCoordination,ClashReport,True,PIS03082,2023-08-17 19:11:39.513,
524,,,,37.0,ClashCoordination,ClashReport,True,PIS03082,2023-08-17 19:11:39.527,
525,,,,10.0,ClashCoordination,ClashGroup,True,PIS03082,2023-08-17 19:11:56.967,
526,,,,11.0,ClashCoordination,ClashGroup,True,PIS03082,2023-08-17 19:11:56.980,
527,,,,13.0,ClashCoordination,ClashGroup,True,PIS03082,2023-08-17 19:11:56.997,
