SrNo,MenuName,Icon,ISDDM,AccessTo,ControllerName,ActionName,IsActive,EntryBy,EntryDate,Position
217,,,,35.0,ResourceTransfer,Index,True,PIS02419,2022-01-15 17:16:35.267,
342,,,,11.0,OutputRegister,DeleteAll,True,PIS03082,2022-08-03 12:57:32.790,
288,,,,17.0,Support,ProjectDetailsEdit,True,PIS03082,2022-02-24 12:31:40.180,
125,,,,28.0,ProjectAnalysis,WithdrawApprove_ProjectRunning,True,PIS200002,2021-11-29 15:03:12.827,
68,,,,15.0,ProjectBreakdown,Index,True,p200002,2021-10-07 18:06:01.297,
423,,,,37.0,Dashboard,ProjectHealth,True,PIS02419,2022-12-19 19:22:11.727,
3,,,,17.0,AccessArea,SubMenuAccess,True,PIS02419,2021-09-30 11:36:38.580,
526,,,,11.0,ClashCoordination,ClashGroup,True,PIS03082,2023-08-17 19:11:56.980,
510,,,,10.0,Invoice,ApproveInvoiceExporter,True,PIS03082,2023-06-19 15:24:33.957,
63,,,,11.0,Addin_Declaration,Index,True,p200002,2021-10-07 17:59:41.123,
453,,,,17.0,Support,AddUserOrganization,True,PIS03082,2023-03-29 10:06:07.130,
97,,,,10.0,ProjectFragmentation,Index,True,PIS200002,2021-11-26 15:39:24.647,
232,,,,28.0,ResourceTransfer,Delete,True,PIS02419,2022-01-19 14:21:33.820,
48,,,,13.0,BackLog,Create,True,p200002,2021-10-05 18:00:01.550,
292,,,,36.0,Project_Awarding_Data_Sheet,Details,True,PIS02069,2022-03-07 16:36:49.387,
400,,,,15.0,ProjectProfile,ApproveCotract,True,PIS03082,2022-11-08 16:04:04.280,
111,,,,11.0,Leave,Create,True,PIS200002,2021-11-26 17:21:55.690,
372,,,,29.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.590,
501,,,,14.0,Support,BulkUpdateUserEmail,True,PIS02419,2023-06-09 14:51:38.513,
67,,,,15.0,ProjectDetails,Edit,True,p200002,2021-10-07 18:05:38.660,
379,,,,28.0,COE,ReviewParameter,True,pis02419,2022-10-12 17:54:28.650,
293,,,,17.0,Support,ConsecutiveLeave,True,PIS03082,2022-03-08 10:34:31.933,
269,,,,37.0,Invoice,ProjectListInvoice,True,PIS02069,2022-02-10 16:23:35.413,
25,IL,"<i class=""fas fa-user""></i>
",True,,,,True,p200002,2021-10-05 13:10:06.017,
348,,,,17.0,employee,LoginAdmin,True,PIS03082,2022-08-29 09:38:17.613,
108,,,,10.0,Addin_Declaration,Delete,True,PIS200002,2021-11-26 16:21:37.703,
421,,,,10.0,Dashboard,ProjectHealth,True,PIS02419,2022-12-19 19:21:41.820,
302,,,,28.0,COE,Approve,True,PIS02419,2022-03-22 10:51:56.007,
192,,,,28.0,ClientFeedback2021,exportEligibleProjects,True,PIS03082,2022-01-07 16:53:17.127,
361,,,,17.0,Support,ResetBulkUserToCognito,True,PIS03082,2022-09-08 12:10:30.630,
520,,,,10.0,ClashCoordination,ClashReport,True,PIS03082,2023-08-17 19:11:39.230,
157,,,,10.0,ResourceTransfer,Delete,True,PIS200002,2021-12-02 15:01:17.960,
339,,,,17.0,Support,UpdateEmployeeStatus,True,PIS03082,2022-07-18 15:39:07.543,
508,,,,36.0,Exporter,ApproveInvoiceExporter,True,PIS03082,2023-06-16 16:00:31.203,
352,,,,17.0,Support,GetUserState,True,PIS03082,2022-08-31 18:43:42.717,
271,,,,11.0,TLProjectReport,GanntPlanningChart,True,PIS02069,2022-02-14 15:53:46.890,
69,,,,15.0,ProjectBreakdown,Create,True,p200002,2021-10-07 18:06:13.713,
397,,,,15.0,ProjectProfile,ChangePoDetails,True,PIS03082,2022-11-08 16:03:08.613,
65,,,,11.0,Addin_Declaration,Details,True,p200002,2021-10-07 17:59:58.677,
484,,,,11.0,TeamMemberActivity,viewqualityScore,True,PIS03082,2023-05-26 14:16:08.477,
201,,,,11.0,ILReports,ChangeStatusIL_Requisition,True,PIS02419,2022-01-07 11:52:18.597,
479,,,,11.0,QC,ViewChkList,True,PIS02419,2023-05-18 12:21:28.533,
216,,,,34.0,ResourceTransfer,Index,True,PIS02419,2022-01-15 17:16:35.250,
524,,,,37.0,ClashCoordination,ClashReport,True,PIS03082,2023-08-17 19:11:39.527,
214,,,,28.0,ResourceTransfer,Index,True,PIS02419,2022-01-15 17:16:35.187,
196,,,,15.0,ProjectProfile,RejectOrder,True,PIS02419,2021-12-29 12:31:41.410,
73,Client,"<i class=""icon-arrow-right""></i>",True,,,,True,p200002,2021-10-07 18:08:41.867,
62,,,,13.0,TeamMemberActivity,BackLog,True,p200002,2021-10-07 17:59:23.157,
378,,,,10.0,Invoice,CheckEmail,True,PIS03082,2022-09-26 16:15:47.337,
263,,,,28.0,Exporter,ProjectListAll,True,PIS200002,2022-02-07 12:38:35.393,
281,,,,15.0,ProjectProfile,RejectedChangeOrder,True,PIS02419,2022-02-22 11:20:54.530,
33,,,,10.0,AccessProvider,Edit,True,p200002,2021-10-05 16:48:07.660,
346,,,,17.0,Support,UploadBulkUserToCognito,True,PIS03082,2022-08-26 15:17:25.470,
493,,,,37.0,QualityScoreReport,printviewqualityScore,True,PIS03082,2023-05-26 14:18:09.687,
186,,,,37.0,ProjectAnalysis,Approve_ProjectRunning,True,PIS200002,2021-12-14 15:09:31.613,
305,,,,10.0,ProjectExecn,FinishedProjectNow,True,PIS03082,2022-04-04 17:47:18.147,
477,,,,36.0,Invoice,InvoiceGenerator,True,PIS03082,2023-05-16 18:23:41.593,
218,,,,37.0,ResourceTransfer,Index,True,PIS02419,2022-01-15 17:16:35.297,
419,,,,23.0,Invoice,InvoiceGeneratorPreview,True,PIS03082,2022-12-15 18:38:18.717,
325,Addin Usage,"<i class=""icon-arrow-right""></i>",True,,,,True,PIS03082,2022-05-20 11:34:59.917,
447,,,,36.0,Invoice,ApprovedInvoiceRMs,True,PIS03082,2023-01-24 11:37:40.840,
376,,,,10.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.653,
286,,,,17.0,Support,ProjectProfileEdit,True,PIS02419,2022-02-24 12:31:40.180,
341,,,,11.0,OutputRegister,TargetDateall,True,PIS03082,2022-08-03 12:05:24.970,
174,,,,13.0,ILReports,Details,True,PIS200002,2021-12-03 15:19:53.833,
153,,,,15.0,ProjectDetails,Create,True,PIS200002,2021-12-02 14:23:26.167,
177,,,,10.0,ProjectExecn,Del_team_details,True,PIS200002,2021-12-04 10:46:18.610,
393,,,,28.0,QC,Master_Checklist,True,PIS02419,2022-11-04 16:29:55.540,
119,,,,11.0,OutputRegister,Delete,True,PIS200002,2021-11-26 17:32:35.897,
406,,,,11.0,RFI,Details,True,PIS02419,2022-11-10 11:29:56.513,
107,,,,10.0,Addin_Declaration,Details,True,PIS200002,2021-11-26 16:20:58.827,
492,,,,28.0,QualityScoreReport,printviewqualityScore,True,PIS03082,2023-05-26 14:18:09.670,
363,,,,17.0,Support,UploadClientToCognito,True,PIS03082,2022-09-08 18:09:43.127,
241,,,,28.0,ResourceTrnsfr_Prmnt,BenchSummary,True,PIS200002,2022-01-20 17:40:34.737,
500,,,,14.0,Support,UploadClientToCognito,True,PIS02419,2023-06-09 14:51:20.387,
144,,,,10.0,PMAssignTL,Create,True,PIS200002,2021-12-02 12:49:14.597,
527,,,,13.0,ClashCoordination,ClashGroup,True,PIS03082,2023-08-17 19:11:56.997,
32,Manage Projects,"<i class=""fas fa-box""></i>
",True,,,,True,p200002,2021-10-05 16:23:30.287,1.0
215,,,,29.0,ResourceTransfer,Index,True,PIS02419,2022-01-15 17:16:35.217,
87,,,,15.0,ResourceTrnsfr_Prmnt,Details,True,p200002,2021-10-09 11:56:24.283,
126,,,,33.0,ProjectAnalysis,WithdrawApprove_ProjectRunning,True,PIS200002,2021-11-29 15:03:12.837,
299,,,,13.0,COE,Viewsheet,True,PIS02419,2022-03-19 12:01:59.560,
382,,,,11.0,ProjectExecn,Browser,True,PIS02419,2022-10-20 11:42:46.630,
469,,,,13.0,RFI,SendToClienDesk,True,PIS02419,2023-04-18 14:22:28.203,
122,,,,33.0,CFeedbackResponce,Create,True,PIS200002,2021-11-29 14:43:02.057,
