JST Time,hour_ts,value,energy_consmption
11:06,02:06,72.26,energy_consumption
11:21,02:21,67.8,energy_consumption
11:36,02:36,54.35,energy_consumption
11:51,02:51,70.69,energy_consumption
12:06,03:06,38.45,energy_consumption
12:21,03:21,62.09,energy_consumption
12:36,03:36,51.37,energy_consumption
12:51,03:51,50.12,energy_consumption
13:06,04:06,62.52,energy_consumption
13:21,04:21,57.71,energy_consumption
13:36,04:36,61.95,energy_consumption
13:51,04:51,65.64,energy_consumption
14:06,05:06,70.82,energy_consumption
14:21,05:21,44.11,energy_consumption
14:36,05:36,51.99,energy_consumption
14:51,05:51,70.92,energy_consumption
15:06,06:06,54.6,energy_consumption
15:21,06:21,52.31,energy_consumption
15:36,06:36,61.98,energy_consumption
15:51,06:51,74.22,energy_consumption
16:06,07:06,62.55,energy_consumption
16:21,07:21,34.51,energy_consumption
16:36,07:36,55.02,energy_consumption
16:51,07:51,62.1,energy_consumption
17:06,08:06,70.05,energy_consumption
17:21,08:21,57.32,energy_consumption
17:36,08:36,52.11,energy_consumption
17:51,08:51,43.31,energy_consumption
18:06,09:06,60.31,energy_consumption
18:21,09:21,61.13,energy_consumption
18:36,09:36,48.66,energy_consumption
18:51,09:51,56.28,energy_consumption
19:06,10:06,54.31,energy_consumption
19:21,10:21,70.62,energy_consumption
19:36,10:36,59.27,energy_consumption
19:51,10:51,44.77,energy_consumption
20:06,11:06,65.71,energy_consumption
20:21,11:21,48.7,energy_consumption
20:36,11:36,62.39,energy_consumption
20:51,11:51,58.52,energy_consumption
21:06,12:06,60.96,energy_consumption
21:21,12:21,65.06,energy_consumption
21:36,12:36,46.74,energy_consumption
21:51,12:51,54.41,energy_consumption
22:06,13:06,58.09,energy_consumption
22:21,13:21,32.96,energy_consumption
22:36,13:36,39.97,energy_consumption
22:51,13:51,71.84,energy_consumption
23:06,14:06,58.88,energy_consumption
23:21,14:21,72.86,energy_consumption
23:36,14:36,58.05,energy_consumption
23:51,14:51,47.51,energy_consumption
00:06,15:06,55.92,energy_consumption
00:21,15:21,64.48,energy_consumption
00:36,15:36,78.67,energy_consumption
00:51,15:51,45.28,energy_consumption
01:06,16:06,64.91,energy_consumption
01:21,16:21,45.92,energy_consumption
01:36,16:36,49.78,energy_consumption
01:51,16:51,48.14,energy_consumption
02:06,17:06,46.77,energy_consumption
02:21,17:21,43.73,energy_consumption
02:36,17:36,57.05,energy_consumption
02:51,17:51,53.66,energy_consumption
03:06,18:06,56.69,energy_consumption
03:21,18:21,91.96,energy_consumption
03:36,18:36,69.28,energy_consumption
03:51,18:51,48.49,energy_consumption
04:06,19:06,56.23,energy_consumption
04:21,19:21,57.33,energy_consumption
04:36,19:36,52.42,energy_consumption
04:51,19:51,63.91,energy_consumption
05:06,20:06,70.88,energy_consumption
05:21,20:21,47.57,energy_consumption
05:36,20:36,58.14,energy_consumption
05:51,20:51,53.15,energy_consumption
06:06,21:06,56.2,energy_consumption
06:21,21:21,55.48,energy_consumption
06:36,21:36,58.1,energy_consumption
06:51,21:51,64.53,energy_consumption
07:06,22:06,47.17,energy_consumption
07:21,22:21,62.9,energy_consumption
07:36,22:36,50.86,energy_consumption
07:51,22:51,75.97,energy_consumption
08:06,23:06,61.39,energy_consumption
08:21,23:21,53.33,energy_consumption
08:36,23:36,63.62,energy_consumption
08:51,23:51,57.01,energy_consumption
09:06,00:06,28.62,energy_consumption
09:21,00:21,49.85,energy_consumption
09:36,00:36,45.43,energy_consumption
09:51,00:51,37.79,energy_consumption
10:06,01:06,47.41,energy_consumption
10:21,01:21,57.52,energy_consumption
10:36,01:36,44.48,energy_consumption
10:51,01:51,64.01,energy_consumption
11:06,02:06,45.44,energy_consumption
11:21,02:21,50.6,energy_consumption
11:36,02:36,55.2,energy_consumption
11:51,02:51,54.65,energy_consumption
12:06,03:06,55.25,energy_consumption
12:21,03:21,61.99,energy_consumption
12:36,03:36,55.78,energy_consumption
12:51,03:51,44.02,energy_consumption
13:06,04:06,59.57,energy_consumption
13:21,04:21,51.13,energy_consumption
13:36,04:36,42.73,energy_consumption
13:51,04:51,53.9,energy_consumption
14:06,05:06,42.2,energy_consumption
14:21,05:21,61.05,energy_consumption
14:36,05:36,45.97,energy_consumption
14:51,05:51,67.6,energy_consumption
15:06,06:06,57.78,energy_consumption
15:21,06:21,51.26,energy_consumption
15:36,06:36,61.8,energy_consumption
15:51,06:51,62.05,energy_consumption
16:06,07:06,45.82,energy_consumption
16:21,07:21,43.43,energy_consumption
16:36,07:36,74.75,energy_consumption
16:51,07:51,62.21,energy_consumption
17:06,08:06,33.24,energy_consumption
17:21,08:21,44.23,energy_consumption
17:36,08:36,56.29,energy_consumption
17:51,08:51,65.46,energy_consumption
18:06,09:06,44.0,energy_consumption
18:21,09:21,85.52,energy_consumption
18:36,09:36,60.93,energy_consumption
18:51,09:51,34.38,energy_consumption
19:06,10:06,68.01,energy_consumption
19:21,10:21,45.42,energy_consumption
19:36,10:36,52.22,energy_consumption
19:51,10:51,49.61,energy_consumption
20:06,11:06,50.17,energy_consumption
20:21,11:21,72.15,energy_consumption
20:36,11:36,53.16,energy_consumption
20:51,11:51,55.53,energy_consumption
21:06,12:06,63.28,energy_consumption
21:21,12:21,70.97,energy_consumption
21:36,12:36,53.05,energy_consumption
21:51,12:51,63.16,energy_consumption
22:06,13:06,55.11,energy_consumption
22:21,13:21,65.11,energy_consumption
22:36,13:36,63.79,energy_consumption
22:51,13:51,76.59,energy_consumption
23:06,14:06,48.72,energy_consumption
23:21,14:21,51.96,energy_consumption
23:36,14:36,62.43,energy_consumption
23:51,14:51,75.71,energy_consumption
00:06,15:06,14.73,energy_consumption
00:21,15:21,19.88,energy_consumption
00:36,15:36,13.75,energy_consumption
00:51,15:51,22.39,energy_consumption
01:06,16:06,5.22,energy_consumption
01:21,16:21,14.93,energy_consumption
01:36,16:36,10.58,energy_consumption
01:51,16:51,17.99,energy_consumption
02:06,17:06,11.22,energy_consumption
02:21,17:21,13.32,energy_consumption
02:36,17:36,9.91,energy_consumption
02:51,17:51,-0.47,energy_consumption
03:06,18:06,23.54,energy_consumption
03:21,18:21,3.05,energy_consumption
03:36,18:36,8.93,energy_consumption
03:51,18:51,13.78,energy_consumption
04:06,19:06,21.44,energy_consumption
04:21,19:21,20.76,energy_consumption
04:36,19:36,12.82,energy_consumption
04:51,19:51,12.16,energy_consumption
05:06,20:06,12.58,energy_consumption
05:21,20:21,17.92,energy_consumption
05:36,20:36,27.09,energy_consumption
05:51,20:51,16.53,energy_consumption
06:06,21:06,18.84,energy_consumption
06:21,21:21,3.3,energy_consumption
06:36,21:36,15.67,energy_consumption
06:51,21:51,17.58,energy_consumption
07:06,22:06,12.76,energy_consumption
07:21,22:21,22.51,energy_consumption
07:36,22:36,11.29,energy_consumption
07:51,22:51,11.21,energy_consumption
08:06,23:06,18.59,energy_consumption
08:21,23:21,9.76,energy_consumption
08:36,23:36,11.39,energy_consumption
08:51,23:51,9.19,energy_consumption
09:06,00:06,20.37,energy_consumption
09:21,00:21,16.52,energy_consumption
09:36,00:36,11.12,energy_consumption
09:51,00:51,15.19,energy_consumption
10:06,01:06,53.52,energy_consumption
10:21,01:21,58.51,energy_consumption
10:36,01:36,54.91,energy_consumption
10:51,01:51,49.53,energy_consumption
11:06,02:06,64.15,energy_consumption
11:21,02:21,47.14,energy_consumption
11:36,02:36,60.4,energy_consumption
11:51,02:51,66.45,energy_consumption
12:06,03:06,51.65,energy_consumption
12:21,03:21,71.05,energy_consumption
12:36,03:36,47.1,energy_consumption
12:51,03:51,48.11,energy_consumption
13:06,04:06,66.31,energy_consumption
13:21,04:21,49.31,energy_consumption
13:36,04:36,58.39,energy_consumption
13:51,04:51,47.11,energy_consumption
14:06,05:06,53.83,energy_consumption
14:21,05:21,46.86,energy_consumption
14:36,05:36,59.48,energy_consumption
14:51,05:51,63.66,energy_consumption
15:06,06:06,72.8,energy_consumption
15:21,06:21,59.25,energy_consumption
15:36,06:36,47.25,energy_consumption
15:51,06:51,35.29,energy_consumption
16:06,07:06,58.74,energy_consumption
16:21,07:21,43.74,energy_consumption
16:36,07:36,50.29,energy_consumption
16:51,07:51,51.38,energy_consumption
17:06,08:06,58.98,energy_consumption
17:21,08:21,60.25,energy_consumption
17:36,08:36,65.63,energy_consumption
17:51,08:51,46.89,energy_consumption
18:06,09:06,16.88,energy_consumption
18:21,09:21,10.68,energy_consumption
18:36,09:36,13.22,energy_consumption
18:51,09:51,26.66,energy_consumption
19:06,10:06,9.14,energy_consumption
19:21,10:21,10.42,energy_consumption
19:36,10:36,12.74,energy_consumption
19:51,10:51,15.84,energy_consumption
20:06,11:06,12.55,energy_consumption
20:21,11:21,20.81,energy_consumption
20:36,11:36,23.69,energy_consumption
20:51,11:51,15.55,energy_consumption
21:06,12:06,18.21,energy_consumption
21:21,12:21,23.62,energy_consumption
21:36,12:36,11.5,energy_consumption
21:51,12:51,9.48,energy_consumption
22:06,13:06,25.52,energy_consumption
22:21,13:21,10.56,energy_consumption
22:36,13:36,11.79,energy_consumption
22:51,13:51,15.24,energy_consumption
23:06,14:06,9.73,energy_consumption
23:21,14:21,14.5,energy_consumption
23:36,14:36,16.83,energy_consumption
23:51,14:51,20.36,energy_consumption
00:06,15:06,14.57,energy_consumption
00:21,15:21,16.17,energy_consumption
00:36,15:36,14.17,energy_consumption
00:51,15:51,16.65,energy_consumption
01:06,16:06,18.62,energy_consumption
01:21,16:21,12.59,energy_consumption
01:36,16:36,18.4,energy_consumption
01:51,16:51,12.47,energy_consumption
02:06,17:06,9.74,energy_consumption
02:21,17:21,16.63,energy_consumption
02:36,17:36,16.41,energy_consumption
02:51,17:51,18.32,energy_consumption
03:06,18:06,3.63,energy_consumption
03:21,18:21,16.0,energy_consumption
03:36,18:36,20.51,energy_consumption
03:51,18:51,11.14,energy_consumption
04:06,19:06,18.85,energy_consumption
04:21,19:21,10.94,energy_consumption
04:36,19:36,16.95,energy_consumption
04:51,19:51,8.47,energy_consumption
05:06,20:06,18.89,energy_consumption
05:21,20:21,13.16,energy_consumption
05:36,20:36,11.46,energy_consumption
05:51,20:51,14.78,energy_consumption
06:06,21:06,15.74,energy_consumption
06:21,21:21,21.46,energy_consumption
06:36,21:36,11.39,energy_consumption
06:51,21:51,19.6,energy_consumption
07:06,22:06,12.85,energy_consumption
07:21,22:21,13.13,energy_consumption
07:36,22:36,10.69,energy_consumption
07:51,22:51,20.79,energy_consumption
08:06,23:06,7.46,energy_consumption
08:21,23:21,17.31,energy_consumption
08:36,23:36,12.22,energy_consumption
08:51,23:51,19.91,energy_consumption
09:06,00:06,10.57,energy_consumption
09:21,00:21,14.57,energy_consumption
09:36,00:36,14.37,energy_consumption
09:51,00:51,15.95,energy_consumption
10:06,01:06,62.03,energy_consumption
10:21,01:21,28.01,energy_consumption
10:36,01:36,48.03,energy_consumption
10:51,01:51,52.68,energy_consumption
11:06,02:06,50.13,energy_consumption
11:21,02:21,67.43,energy_consumption
11:36,02:36,57.9,energy_consumption
11:51,02:51,60.85,energy_consumption
12:06,03:06,44.58,energy_consumption
12:21,03:21,45.92,energy_consumption
12:36,03:36,42.99,energy_consumption
12:51,03:51,73.92,energy_consumption
13:06,04:06,61.93,energy_consumption
13:21,04:21,40.27,energy_consumption
13:36,04:36,38.22,energy_consumption
13:51,04:51,59.09,energy_consumption
14:06,05:06,45.66,energy_consumption
14:21,05:21,55.54,energy_consumption
14:36,05:36,44.88,energy_consumption
14:51,05:51,53.21,energy_consumption
15:06,06:06,67.52,energy_consumption
15:21,06:21,64.27,energy_consumption
15:36,06:36,35.22,energy_consumption
15:51,06:51,35.66,energy_consumption
16:06,07:06,56.59,energy_consumption
16:21,07:21,46.23,energy_consumption
16:36,07:36,52.72,energy_consumption
16:51,07:51,57.83,energy_consumption
17:06,08:06,59.28,energy_consumption
17:21,08:21,43.66,energy_consumption
17:36,08:36,42.48,energy_consumption
17:51,08:51,69.03,energy_consumption
18:06,09:06,27.4,energy_consumption
18:21,09:21,10.38,energy_consumption
18:36,09:36,17.23,energy_consumption
18:51,09:51,12.3,energy_consumption
19:06,10:06,11.51,energy_consumption
19:21,10:21,11.85,energy_consumption
19:36,10:36,13.93,energy_consumption
19:51,10:51,16.05,energy_consumption
20:06,11:06,8.44,energy_consumption
20:21,11:21,11.18,energy_consumption
20:36,11:36,9.6,energy_consumption
20:51,11:51,13.88,energy_consumption
21:06,12:06,19.46,energy_consumption
21:21,12:21,13.16,energy_consumption
21:36,12:36,22.94,energy_consumption
21:51,12:51,16.17,energy_consumption
22:06,13:06,18.2,energy_consumption
22:21,13:21,17.4,energy_consumption
22:36,13:36,14.61,energy_consumption
22:51,13:51,21.62,energy_consumption
23:06,14:06,10.15,energy_consumption
23:21,14:21,9.24,energy_consumption
23:36,14:36,17.85,energy_consumption
23:51,14:51,7.12,energy_consumption
00:06,15:06,21.76,energy_consumption
00:21,15:21,11.71,energy_consumption
00:36,15:36,18.61,energy_consumption
00:51,15:51,22.18,energy_consumption
01:06,16:06,14.31,energy_consumption
01:21,16:21,15.56,energy_consumption
01:36,16:36,22.34,energy_consumption
01:51,16:51,13.67,energy_consumption
02:06,17:06,16.44,energy_consumption
02:21,17:21,19.05,energy_consumption
02:36,17:36,10.25,energy_consumption
02:51,17:51,12.24,energy_consumption
03:06,18:06,23.52,energy_consumption
03:21,18:21,18.81,energy_consumption
03:36,18:36,19.01,energy_consumption
03:51,18:51,16.23,energy_consumption
04:06,19:06,22.04,energy_consumption
04:21,19:21,19.22,energy_consumption
04:36,19:36,25.45,energy_consumption
04:51,19:51,18.17,energy_consumption
05:06,20:06,9.45,energy_consumption
05:21,20:21,27.56,energy_consumption
05:36,20:36,10.5,energy_consumption
05:51,20:51,14.65,energy_consumption
06:06,21:06,21.87,energy_consumption
06:21,21:21,20.63,energy_consumption
06:36,21:36,12.32,energy_consumption
06:51,21:51,16.55,energy_consumption
07:06,22:06,12.21,energy_consumption
07:21,22:21,9.75,energy_consumption
07:36,22:36,11.31,energy_consumption
07:51,22:51,17.48,energy_consumption
08:06,23:06,13.26,energy_consumption
08:21,23:21,10.9,energy_consumption
08:36,23:36,12.88,energy_consumption
08:51,23:51,8.13,energy_consumption
09:06,00:06,13.19,energy_consumption
09:21,00:21,20.25,energy_consumption
09:36,00:36,13.0,energy_consumption
09:51,00:51,20.1,energy_consumption
10:06,01:06,62.08,energy_consumption
10:21,01:21,64.62,energy_consumption
10:36,01:36,56.66,energy_consumption
10:51,01:51,71.5,energy_consumption
11:06,02:06,65.44,energy_consumption
11:21,02:21,58.35,energy_consumption
11:36,02:36,39.2,energy_consumption
11:51,02:51,62.59,energy_consumption
12:06,03:06,51.02,energy_consumption
12:21,03:21,46.48,energy_consumption
12:36,03:36,66.17,energy_consumption
12:51,03:51,45.89,energy_consumption
13:06,04:06,62.21,energy_consumption
13:21,04:21,62.25,energy_consumption
13:36,04:36,62.69,energy_consumption
13:51,04:51,47.62,energy_consumption
14:06,05:06,62.79,energy_consumption
14:21,05:21,70.62,energy_consumption
14:36,05:36,72.44,energy_consumption
14:51,05:51,51.36,energy_consumption
15:06,06:06,70.12,energy_consumption
15:21,06:21,47.09,energy_consumption
15:36,06:36,36.97,energy_consumption
15:51,06:51,59.57,energy_consumption
16:06,07:06,79.44,energy_consumption
16:21,07:21,46.36,energy_consumption
16:36,07:36,57.65,energy_consumption
16:51,07:51,63.13,energy_consumption
17:06,08:06,48.9,energy_consumption
17:21,08:21,39.59,energy_consumption
17:36,08:36,52.9,energy_consumption
17:51,08:51,60.75,energy_consumption
18:06,09:06,19.08,energy_consumption
18:21,09:21,13.11,energy_consumption
18:36,09:36,9.8,energy_consumption
18:51,09:51,13.86,energy_consumption
19:06,10:06,16.53,energy_consumption
19:21,10:21,17.61,energy_consumption
19:36,10:36,17.4,energy_consumption
19:51,10:51,14.58,energy_consumption
20:06,11:06,12.68,energy_consumption
20:21,11:21,13.97,energy_consumption
20:36,11:36,9.33,energy_consumption
20:51,11:51,15.48,energy_consumption
21:06,12:06,10.55,energy_consumption
21:21,12:21,17.17,energy_consumption
21:36,12:36,22.1,energy_consumption
21:51,12:51,14.97,energy_consumption
22:06,13:06,22.63,energy_consumption
22:21,13:21,19.25,energy_consumption
22:36,13:36,10.27,energy_consumption
22:51,13:51,15.13,energy_consumption
23:06,14:06,13.09,energy_consumption
23:21,14:21,16.34,energy_consumption
23:36,14:36,16.56,energy_consumption
23:51,14:51,25.98,energy_consumption
00:06,15:06,11.47,energy_consumption
00:21,15:21,5.55,energy_consumption
00:36,15:36,11.81,energy_consumption
00:51,15:51,10.16,energy_consumption
01:06,16:06,14.96,energy_consumption
01:21,16:21,17.93,energy_consumption
01:36,16:36,21.32,energy_consumption
01:51,16:51,9.71,energy_consumption
02:06,17:06,12.6,energy_consumption
02:21,17:21,18.52,energy_consumption
02:36,17:36,18.87,energy_consumption
02:51,17:51,13.42,energy_consumption
03:06,18:06,11.9,energy_consumption
03:21,18:21,10.48,energy_consumption
03:36,18:36,18.46,energy_consumption
03:51,18:51,18.42,energy_consumption
04:06,19:06,16.85,energy_consumption
04:21,19:21,14.84,energy_consumption
04:36,19:36,20.03,energy_consumption
04:51,19:51,10.38,energy_consumption
05:06,20:06,17.91,energy_consumption
05:21,20:21,15.03,energy_consumption
05:36,20:36,6.07,energy_consumption
05:51,20:51,12.36,energy_consumption
06:06,21:06,25.36,energy_consumption
06:21,21:21,27.03,energy_consumption
06:36,21:36,19.04,energy_consumption
06:51,21:51,8.35,energy_consumption
07:06,22:06,8.4,energy_consumption
07:21,22:21,17.04,energy_consumption
07:36,22:36,10.26,energy_consumption
07:51,22:51,16.42,energy_consumption
08:06,23:06,26.82,energy_consumption
08:21,23:21,14.46,energy_consumption
08:36,23:36,13.27,energy_consumption
08:51,23:51,10.05,energy_consumption
09:06,00:06,25.95,energy_consumption
09:21,00:21,12.65,energy_consumption
09:36,00:36,16.18,energy_consumption
09:51,00:51,18.5,energy_consumption
10:06,01:06,53.74,energy_consumption
10:21,01:21,59.12,energy_consumption
10:36,01:36,44.45,energy_consumption
10:51,01:51,52.95,energy_consumption
11:06,02:06,52.22,energy_consumption
11:21,02:21,49.98,energy_consumption
11:36,02:36,65.6,energy_consumption
11:51,02:51,51.51,energy_consumption
12:06,03:06,39.47,energy_consumption
12:21,03:21,49.69,energy_consumption
12:36,03:36,67.47,energy_consumption
12:51,03:51,44.65,energy_consumption
13:06,04:06,41.82,energy_consumption
13:21,04:21,36.66,energy_consumption
13:36,04:36,48.32,energy_consumption
13:51,04:51,69.06,energy_consumption
14:06,05:06,69.54,energy_consumption
14:21,05:21,45.0,energy_consumption
14:36,05:36,45.78,energy_consumption
14:51,05:51,59.82,energy_consumption
15:06,06:06,61.69,energy_consumption
15:21,06:21,44.06,energy_consumption
15:36,06:36,60.11,energy_consumption
15:51,06:51,37.39,energy_consumption
16:06,07:06,59.08,energy_consumption
16:21,07:21,53.82,energy_consumption
16:36,07:36,41.74,energy_consumption
16:51,07:51,53.75,energy_consumption
17:06,08:06,54.52,energy_consumption
17:21,08:21,53.81,energy_consumption
17:36,08:36,63.76,energy_consumption
17:51,08:51,43.1,energy_consumption
18:06,09:06,17.79,energy_consumption
18:21,09:21,20.72,energy_consumption
18:36,09:36,20.59,energy_consumption
18:51,09:51,18.41,energy_consumption
19:06,10:06,17.78,energy_consumption
19:21,10:21,17.51,energy_consumption
19:36,10:36,19.54,energy_consumption
19:51,10:51,16.24,energy_consumption
20:06,11:06,15.47,energy_consumption
20:21,11:21,18.51,energy_consumption
20:36,11:36,15.06,energy_consumption
20:51,11:51,23.75,energy_consumption
21:06,12:06,11.62,energy_consumption
21:21,12:21,15.96,energy_consumption
21:36,12:36,9.85,energy_consumption
21:51,12:51,21.99,energy_consumption
22:06,13:06,17.56,energy_consumption
22:21,13:21,8.48,energy_consumption
22:36,13:36,16.6,energy_consumption
22:51,13:51,10.8,energy_consumption
23:06,14:06,11.11,energy_consumption
23:21,14:21,25.6,energy_consumption
23:36,14:36,7.34,energy_consumption
23:51,14:51,10.11,energy_consumption
00:06,15:06,15.84,energy_consumption
00:21,15:21,8.17,energy_consumption
00:36,15:36,20.05,energy_consumption
00:51,15:51,6.75,energy_consumption
01:06,16:06,8.77,energy_consumption
01:21,16:21,9.28,energy_consumption
01:36,16:36,13.61,energy_consumption
01:51,16:51,12.47,energy_consumption
02:06,17:06,12.89,energy_consumption
02:21,17:21,19.08,energy_consumption
02:36,17:36,13.95,energy_consumption
02:51,17:51,13.23,energy_consumption
03:06,18:06,18.0,energy_consumption
03:21,18:21,20.49,energy_consumption
03:36,18:36,25.98,energy_consumption
03:51,18:51,18.43,energy_consumption
04:06,19:06,18.06,energy_consumption
04:21,19:21,18.33,energy_consumption
04:36,19:36,13.8,energy_consumption
04:51,19:51,7.9,energy_consumption
05:06,20:06,17.71,energy_consumption
05:21,20:21,15.81,energy_consumption
05:36,20:36,18.2,energy_consumption
05:51,20:51,3.13,energy_consumption
06:06,21:06,9.94,energy_consumption
06:21,21:21,13.06,energy_consumption
06:36,21:36,13.26,energy_consumption
06:51,21:51,13.9,energy_consumption
07:06,22:06,7.03,energy_consumption
07:21,22:21,23.83,energy_consumption
07:36,22:36,9.52,energy_consumption
07:51,22:51,14.15,energy_consumption
08:06,23:06,16.43,energy_consumption
08:21,23:21,14.13,energy_consumption
08:36,23:36,16.26,energy_consumption
08:51,23:51,16.57,energy_consumption
09:06,00:06,13.53,energy_consumption
09:21,00:21,15.33,energy_consumption
09:36,00:36,10.1,energy_consumption
09:51,00:51,12.58,energy_consumption
10:06,01:06,58.58,energy_consumption
10:21,01:21,56.88,energy_consumption
10:36,01:36,69.37,energy_consumption
10:51,01:51,63.15,energy_consumption
11:06,02:06,45.2,energy_consumption
11:21,02:21,53.89,energy_consumption
11:36,02:36,64.74,energy_consumption
11:51,02:51,56.48,energy_consumption
12:06,03:06,66.56,energy_consumption
12:21,03:21,49.86,energy_consumption
12:36,03:36,46.42,energy_consumption
12:51,03:51,37.96,energy_consumption
13:06,04:06,67.34,energy_consumption
13:21,04:21,47.84,energy_consumption
13:36,04:36,72.31,energy_consumption
13:51,04:51,57.61,energy_consumption
14:06,05:06,38.52,energy_consumption
14:21,05:21,40.56,energy_consumption
14:36,05:36,44.94,energy_consumption
14:51,05:51,56.3,energy_consumption
15:06,06:06,42.82,energy_consumption
15:21,06:21,49.23,energy_consumption
15:36,06:36,43.77,energy_consumption
15:51,06:51,46.33,energy_consumption
16:06,07:06,48.34,energy_consumption
16:21,07:21,55.03,energy_consumption
16:36,07:36,42.46,energy_consumption
16:51,07:51,47.33,energy_consumption
17:06,08:06,47.8,energy_consumption
17:21,08:21,42.6,energy_consumption
17:36,08:36,63.21,energy_consumption
17:51,08:51,34.33,energy_consumption
18:06,09:06,6.07,energy_consumption
18:21,09:21,21.77,energy_consumption
18:36,09:36,17.9,energy_consumption
18:51,09:51,18.14,energy_consumption
19:06,10:06,17.85,energy_consumption
19:21,10:21,18.66,energy_consumption
19:36,10:36,9.14,energy_consumption
19:51,10:51,13.43,energy_consumption
20:06,11:06,8.88,energy_consumption
20:21,11:21,19.23,energy_consumption
20:36,11:36,20.76,energy_consumption
20:51,11:51,13.81,energy_consumption
21:06,12:06,12.4,energy_consumption
21:21,12:21,9.74,energy_consumption
21:36,12:36,13.66,energy_consumption
21:51,12:51,12.93,energy_consumption
22:06,13:06,21.43,energy_consumption
22:21,13:21,15.11,energy_consumption
22:36,13:36,12.37,energy_consumption
22:51,13:51,16.96,energy_consumption
23:06,14:06,13.16,energy_consumption
23:21,14:21,5.18,energy_consumption
23:36,14:36,19.76,energy_consumption
23:51,14:51,17.82,energy_consumption
00:06,15:06,52.51,energy_consumption
00:21,15:21,63.38,energy_consumption
00:36,15:36,75.67,energy_consumption
00:51,15:51,55.11,energy_consumption
01:06,16:06,57.54,energy_consumption
01:21,16:21,54.08,energy_consumption
01:36,16:36,69.32,energy_consumption
01:51,16:51,69.88,energy_consumption
02:06,17:06,56.08,energy_consumption
02:21,17:21,64.98,energy_consumption
02:36,17:36,52.03,energy_consumption
02:51,17:51,64.61,energy_consumption
03:06,18:06,47.49,energy_consumption
03:21,18:21,45.51,energy_consumption
03:36,18:36,59.51,energy_consumption
03:51,18:51,68.21,energy_consumption
04:06,19:06,48.74,energy_consumption
04:21,19:21,76.35,energy_consumption
04:36,19:36,60.87,energy_consumption
04:51,19:51,66.78,energy_consumption
